Size,Open,Close,OpenValue,CloseValue,Win,OpenDate,CloseDate,Stop
56.069526212503504,35.67,38.605,2000,2164.564059433698,True,12/10/2020 00:00:00,12/24/2020 00:00:00,False
56.80204487361545,35.21,34.18,2000,1941.493893780176,False,01/05/2021 00:00:00,02/03/2021 00:00:00,False
