Ticker,Size,Open,Close,OpenValue,CloseValue,Win,OpenDate,CloseDate,Stop,PassedTest
GOOGL,1.158661282753906,1726.13,2118.62,2000,2454.76296686808,True,01/04/2021 00:00:00,02/17/2021 00:00:00,False,False
NFLX,3.8251157097502198,522.86,551.34,2000,2108.939295413686,True,01/04/2021 00:00:00,02/17/2021 00:00:00,False,False
AMZN,0.6276222843568283,3186.63,3308.64,2000,2076.576194914376,True,01/04/2021 00:00:00,02/17/2021 00:00:00,False,False
FB,7.436602959767978,268.94,273.57,2000,2034.4314717037257,True,01/04/2021 00:00:00,02/17/2021 00:00:00,False,False
MSFT,9.187376544627682,217.69,244.2,2000,2243.55735219808,True,01/04/2021 00:00:00,02/17/2021 00:00:00,False,False
PIN,85.25149190110827,23.46,24.75,2000,2109.97442455243,True,01/04/2021 00:00:00,02/17/2021 00:00:00,False,False
PYPL,8.623663332183511,231.92,297.2,1999.9999999999998,2562.9527423249397,True,01/04/2021 00:00:00,02/17/2021 00:00:00,False,False
IGG.LON,2.2675736961451247,882,795.5,2000,1803.8548752834467,False,01/04/2021 00:00:00,02/17/2021 00:00:00,False,False
