Ticker,Size,Open,Close,OpenValue,CloseValue,Win,OpenDate,CloseDate,Stop,PassedTest
GOOGL,1.1271796837133807,1774.34,1880.07,1999.9999999999998,2119.176707959016,True,01/07/2021 00:00:00,01/20/2021 00:00:00,False,False
GOOGL,1.0792143319663285,1853.2,2058.88,2000,2221.972803798835,True,01/28/2021 00:00:00,02/03/2021 00:00:00,False,False
NFLX,3.840245775729647,520.8,586.34,2000,2251.6897081413213,True,01/05/2021 00:00:00,01/20/2021 00:00:00,False,False
FB,7.380890873528434,270.97,278.01,2000,2051.96147174964,True,01/05/2021 00:00:00,01/25/2021 00:00:00,False,False
MSFT,9.106638739641198,219.62,225.95,2000,2057.6450232219286,True,01/08/2021 00:00:00,01/22/2021 00:00:00,False,False
PYPL,8.513898940019581,234.91,270.43,1999.9999999999998,2302.4136903494955,True,01/05/2021 00:00:00,02/04/2021 00:00:00,False,False
IGG.LON,2.2688598979013044,881.5,827,1999.9999999999998,1876.3471355643787,False,01/18/2021 00:00:00,01/21/2021 00:00:00,False,False
