Size,Open,Close,OpenValue,CloseValue,Win,OpenDate,CloseDate,Stop
56.069526212503504,35.67,33.58,2000,1882.8146902158676,False,12/10/2020 00:00:00,12/21/2020 00:00:00,True
56.80204487361545,35.21,33.25,2000,1888.6679920477138,False,01/05/2021 00:00:00,01/27/2021 00:00:00,True
59.755004481625335,33.47,34.18,1999.9999999999998,2042.4260531819539,True,01/28/2021 00:00:00,02/03/2021 00:00:00,False
